id,send_time,receive_time,difference
75,1687774689.0219314,1687774692.4335015,3.4115700721740723
76,1687774695.033062,1687774698.5872629,3.5542008876800537
77,1687774701.034113,1687774704.6985812,3.664468288421631
78,1687774707.0373068,1687774710.8267725,3.7894656658172607
79,1687774713.045634,1687774716.9580162,3.912382125854492
80,1687774719.0490048,1687774723.193177,4.144172191619873
81,1687774725.059363,1687774729.234973,4.175610065460205
82,1687774731.0706878,1687774735.4157777,4.345089912414551
83,1687774737.078576,1687774741.4939764,4.415400266647339
84,1687774743.0811098,1687774747.7304938,4.649384021759033
85,1687774749.0966372,1687774753.7676797,4.671042442321777
86,1687774755.1008165,1687774759.945607,4.844790458679199
87,1687774761.1079726,1687774766.0295854,4.921612739562988
88,1687774767.120534,1687774771.1680477,4.047513723373413
89,1687774773.1265657,1687774777.3057315,4.179165840148926
90,1687774779.1341846,1687774783.4779675,4.343782901763916
91,1687774785.1387386,1687774789.5586104,4.419871807098389
92,1687774791.1483884,1687774795.7085378,4.560149431228638
93,1687774797.1501925,1687774801.8365178,4.686325311660767
94,1687774803.1647398,1687774807.972121,4.8073811531066895
95,1687774809.1659944,1687774814.0944705,4.928476095199585
96,1687774815.1680827,1687774820.2233906,5.055307865142822
97,1687774821.1811428,1687774826.3619225,5.180779695510864
98,1687774827.1911564,1687774832.5058908,5.31473445892334
99,1687774833.198543,1687774838.6305263,5.431983232498169
