id,send_time,receive_time,difference
0,1687769373.1227925,1687769373.4668322,0.3440396785736084
1,1687769383.1231463,1687769383.465685,0.34253859519958496
2,1687769393.1317284,1687769393.4680302,0.3363018035888672
3,1687769403.1402404,1687769403.4735243,0.3332839012145996
4,1687769413.1412485,1687769413.4799278,0.33867931365966797
5,1687769423.146037,1687769423.512874,0.3668367862701416
6,1687769433.1551726,1687769433.5170248,0.36185216903686523
7,1687769443.166396,1687769443.5371082,0.3707122802734375
8,1687769453.1797645,1687769453.5121624,0.3323979377746582
9,1687769463.1944342,1687769463.528615,0.3341808319091797
10,1687769473.206257,1687769473.547047,0.340789794921875
11,1687769483.2163866,1687769483.561647,0.3452603816986084
12,1687769493.2299263,1687769493.5662618,0.3363354206085205
13,1687769503.2363038,1687769503.5725253,0.33622145652770996
14,1687769513.2457886,1687769513.5917876,0.34599900245666504
15,1687769523.2542026,1687769523.5971408,0.3429381847381592
16,1687769533.259169,1687769533.6469417,0.3877725601196289
17,1687769543.2669206,1687769543.6371868,0.3702661991119385
18,1687769553.2671082,1687769553.6972823,0.4301741123199463
19,1687769563.274418,1687769563.6454957,0.3710775375366211
20,1687769573.275218,1687769573.613382,0.3381640911102295
21,1687769583.283639,1687769583.6846082,0.4009692668914795
22,1687769593.2895367,1687769593.6432464,0.35370969772338867
23,1687769603.303104,1687769603.7949977,0.4918937683105469
24,1687769613.3128738,1687769613.6760075,0.36313366889953613
25,1687769623.32275,1687769623.687745,0.36499500274658203
26,1687769633.326927,1687769633.693967,0.36704015731811523
27,1687769643.3402238,1687769643.7053185,0.3650946617126465
28,1687769653.343286,1687769653.7104366,0.36715054512023926
29,1687769663.3500595,1687769663.7023416,0.3522820472717285
30,1687769673.3568275,1687769673.765675,0.4088475704193115
31,1687769683.3644185,1687769683.7299166,0.36549806594848633
32,1687769693.375306,1687769693.7336533,0.35834741592407227
33,1687769703.375836,1687769703.8234775,0.44764161109924316
34,1687769713.3769455,1687769713.7514615,0.37451601028442383
35,1687769723.3788722,1687769723.7979028,0.41903066635131836
36,1687769733.3842404,1687769733.8191946,0.4349541664123535
37,1687769743.3958411,1687769743.8274105,0.43156933784484863
38,1687769753.40041,1687769753.72915,0.32874011993408203
39,1687769763.4037309,1687769763.8571656,0.45343470573425293
40,1687769773.4094644,1687769773.8671885,0.45772409439086914
41,1687769783.413726,1687769783.884221,0.47049498558044434
42,1687769793.424955,1687769793.7821405,0.35718560218811035
43,1687769803.438699,1687769803.7706068,0.3319077491760254
44,1687769813.4430497,1687769813.7942655,0.35121583938598633
45,1687769823.45215,1687769823.7933133,0.34116315841674805
46,1687769833.4620862,1687769833.8173428,0.3552565574645996
47,1687769843.4624965,1687769843.8579955,0.39549899101257324
48,1687769853.466183,1687769853.829267,0.363084077835083
49,1687769863.4806297,1687769863.8316927,0.3510630130767822
50,1687769873.4883218,1687769873.9077735,0.4194517135620117
51,1687769883.4935124,1687769883.924116,0.4306035041809082
52,1687769893.5081291,1687769893.844059,0.33592987060546875
53,1687769903.5193062,1687769903.9517827,0.4324765205383301
54,1687769913.5301335,1687769913.8774097,0.3472762107849121
55,1687769923.53597,1687769923.8727975,0.33682751655578613
56,1687769933.544324,1687769933.8772614,0.33293747901916504
57,1687769943.5503411,1687769943.885322,0.33498096466064453
58,1687769953.5653727,1687769953.9136944,0.34832167625427246
59,1687769963.5803952,1687769963.9297907,0.3493955135345459
60,1687769973.5938442,1687769973.9439092,0.3500649929046631
61,1687769983.599553,1687769984.056772,0.45721888542175293
62,1687769993.6038587,1687769994.066317,0.46245837211608887
63,1687770003.613294,1687770003.9559412,0.3426473140716553
64,1687770013.624122,1687770013.9576497,0.3335278034210205
65,1687770023.6296923,1687770024.0116754,0.38198304176330566
66,1687770033.6319072,1687770033.9999087,0.36800146102905273
67,1687770043.642337,1687770043.987495,0.3451578617095947
68,1687770053.6515243,1687770053.9882026,0.33667826652526855
69,1687770063.6595652,1687770064.0070689,0.347503662109375
70,1687770073.6704235,1687770074.0781338,0.40771031379699707
71,1687770083.6816573,1687770084.0955226,0.413865327835083
72,1687770093.6830802,1687770094.1089053,0.4258251190185547
73,1687770103.6856863,1687770104.127168,0.4414815902709961
74,1687770113.6859255,1687770114.1462915,0.46036601066589355
75,1687770123.6958685,1687770124.1517086,0.4558401107788086
76,1687770133.7083087,1687770134.04856,0.34025120735168457
77,1687770143.7186234,1687770144.063912,0.3452885150909424
78,1687770153.7285497,1687770154.065446,0.3368961811065674
79,1687770163.7329817,1687770164.060105,0.32712340354919434
80,1687770173.7439654,1687770174.0882933,0.3443279266357422
81,1687770183.7523189,1687770184.0856931,0.3333742618560791
82,1687770193.7551968,1687770194.088005,0.332808256149292
83,1687770203.757269,1687770204.098368,0.3410990238189697
84,1687770213.766495,1687770214.1139278,0.34743285179138184
85,1687770223.7674544,1687770224.095336,0.3278815746307373
86,1687770233.7767348,1687770234.1178627,0.341127872467041
87,1687770243.7874205,1687770244.2140927,0.42667222023010254
88,1687770253.796348,1687770254.2294328,0.43308472633361816
89,1687770263.7972286,1687770264.2441535,0.44692492485046387
90,1687770273.811394,1687770274.146026,0.33463191986083984
91,1687770283.8233497,1687770284.1658566,0.34250688552856445
92,1687770293.8391726,1687770294.1808383,0.34166574478149414
93,1687770303.8479826,1687770304.1895175,0.3415348529815674
94,1687770313.8563275,1687770314.1942146,0.3378870487213135
95,1687770323.8649044,1687770324.20087,0.335965633392334
96,1687770333.8799083,1687770334.2102027,0.3302943706512451
97,1687770343.884518,1687770344.2544544,0.369936466217041
98,1687770353.8859718,1687770354.26538,0.3794081211090088
99,1687770363.890859,1687770364.2916389,0.40077996253967285
