generation time,receive time,difference
1688634237,1688634328,91
1688634297,1688634407,110
1688634357,1688634487,130
1688634477,1688634564,87
1688634537,1688634643,106
1688634597,1688634723,126
1688634717,1688634801,84
1688634777,1688634881,104
1688634657,1688634961,304
1688634417,1688635042,625
