generation time,receive time,difference
1688633415,1688633508,93
1688633475,1688633588,113
1688633535,1688633667,132
1688633655,1688633746,91
1688633715,1688633825,110
1688633775,1688633904,129
1688633895,1688633984,89
1688633955,1688634064,109
1688633835,1688634144,309
1688633595,1688634225,630
