generation time,receive time,difference
1688553321,1688553394,73
1688553381,1688553472,91
1688553471,1688553550,79
1688553531,1688553629,98
1688553591,1688553710,119
1688553501,1688553790,289
1688553441,1688553870,429
1688553411,1688553951,540
1688553351,1688554028,677
