generation time,receive time,difference
1688555965,1688556038,73
1688556010,1688556116,106
1688556100,1688556196,96
1688556190,1688556274,84
1688556235,1688556353,118
1688556326,1688556431,105
1688556371,1688556511,140
1688556280,1688556592,312
1688556145,1688556671,526
1688556055,1688556750,695
