generation time,receive time,difference
1688555167,1688555240,73
1688555227,1688555320,93
1688555287,1688555398,111
1688555347,1688555478,131
1688555467,1688555556,89
1688555527,1688555635,108
1688555587,1688555715,128
1688555707,1688555794,87
1688555647,1688555874,227
1688555407,1688555953,546
