generation time,receive time,difference
1688562068,1688562141,73
1688562128,1688562221,93
1688562188,1688562301,113
1688562248,1688562380,132
1688562368,1688562460,92
1688562428,1688562539,111
1688562488,1688562617,129
1688562608,1688562696,88
1688562548,1688562776,228
1688562308,1688562857,549
