generation time,receive time,difference
1688556762,1688556836,74
1688556822,1688556914,92
1688556912,1688556993,81
1688556972,1688557073,101
1688557032,1688557152,120
1688556942,1688557232,290
1688556882,1688557312,430
1688556852,1688557391,539
1688556792,1688557472,680
