generation time,receive time,difference
1688563672,1688563746,74
1688563732,1688563823,91
1688563822,1688563902,80
1688563882,1688563983,101
1688563942,1688564063,121
1688563852,1688564143,291
1688563792,1688564224,432
1688563762,1688564304,542
1688563702,1688564385,683
