generation time,receive time,difference
1688562869,1688562942,73
1688562914,1688563020,106
1688563004,1688563100,96
1688563094,1688563179,85
1688563184,1688563257,73
1688563229,1688563338,109
1688563274,1688563418,144
1688563139,1688563499,360
1688563049,1688563579,530
1688562959,1688563660,701
