generation time,receive time,difference
1688549879,1688549953,74
1688549939,1688550032,93
1688550029,1688550110,81
1688550089,1688550190,101
1688550149,1688550269,120
1688550059,1688550350,291
1688549999,1688550429,430
1688549969,1688550508,539
1688549909,1688550589,680
