generation time,receive time,difference
1688546444,1688546516,72
1688546504,1688546595,91
1688546594,1688546674,80
1688546654,1688546753,99
1688546714,1688546832,118
1688546624,1688546913,289
1688546564,1688546992,428
1688546534,1688547073,539
1688546474,1688547151,677
