generation time,receive time,difference
1688545646,1688545719,73
1688545691,1688545799,108
1688545781,1688545877,96
1688545871,1688545956,85
1688545916,1688546033,117
1688546006,1688546112,106
1688546051,1688546192,141
1688545961,1688546272,311
1688545826,1688546351,525
1688545736,1688546432,696
