generation time,receive time,difference
1688558610,1688558683,73
1688558670,1688558761,91
1688558730,1688558841,111
1688558790,1688558920,130
1688558910,1688558999,89
1688558970,1688559078,108
1688559030,1688559155,125
1688559150,1688559235,85
1688559090,1688559316,226
1688558850,1688559396,546
