generation time,receive time,difference
1688549085,1688549158,73
1688549130,1688549236,106
1688549220,1688549316,96
1688549310,1688549394,84
1688549400,1688549473,73
1688549445,1688549553,108
1688549490,1688549630,140
1688549355,1688549711,356
1688549265,1688549789,524
1688549175,1688549867,692
