generation time,receive time,difference
1687876036,1687876110,74
1687876135,1687876209,74
1687876275,1687876349,74
1687876414,1687876486,72
1687876552,1687876626,74
1687876692,1687876766,74
1687876831,1687876905,74
1687876971,1687877045,74
1687877111,1687877184,73
1687877250,1687877324,74
1687877389,1687877463,74
