generation time,receive time,difference
1687947209,1687947282,73
1687947329,1687947402,73
1687947449,1687947523,74
1687947569,1687947642,73
1687947689,1687947762,73
1687947809,1687947883,74
1687947929,1687948002,73
1687948049,1687948122,73
1687948169,1687948243,74
1687948289,1687948362,73
